algorithm,pop_condition,n_players,n_rounds,n_cats,opponent_type,society_pop_sum,agent_final_pop,agent_percentile,agent_won
AlegAATr,equal,10,30,0,banditsociety,800.244657583039,81.12030588233164,0.6,0
AlegAATr,equal,10,30,0,banditsociety,1025.3407024812698,114.91507712345876,0.8,0
AlegAATr,equal,10,30,0,banditsociety,1004.6036031192557,81.95396613478673,0.2,0
AlegAATr,equal,10,30,0,banditsociety,1702.9088927792616,69.36391102120933,0.2,0
AlegAATr,equal,5,10,1,banditsociety,452.19103750440246,90.4382075008805,1.0,1
AlegAATr,equal,5,10,1,banditsociety,448.59963532341203,103.11901218393865,1.0,1
AlegAATr,equal,5,10,1,banditsociety,384.7036013382676,80.31234266384855,0.4,0
AlegAATr,equal,5,10,1,banditsociety,452.19103750440246,90.4382075008805,1.0,1
AlegAATr,equal,5,10,1,banditsociety,452.19103750440246,90.4382075008805,1.0,1
DQN,equal,20,20,0,banditsociety,2214.6086632170163,153.2311122832336,0.9,0
DQN,equal,20,20,0,banditsociety,2179.3444281699535,95.46788235548581,0.3,0
DQN,equal,20,20,0,banditsociety,2249.7366724543454,105.74687165679755,0.45,0
DQN,equal,20,20,0,banditsociety,2230.2878889346975,75.39042180789008,0.2,0
DQN,equal,20,20,0,banditsociety,2529.878612976942,66.21102744038119,0.1,0
D-UCB,equal,15,40,0,banditsociety,1413.8179914983837,106.80207885213055,0.8,0
D-UCB,equal,15,40,0,banditsociety,1604.5168947065338,101.8299739753809,0.3333333333333333,0
D-UCB,equal,15,40,0,banditsociety,1932.0120783966609,116.67089575265067,0.4,0
D-UCB,equal,15,40,0,banditsociety,1506.2282931283676,151.84184947270347,1.0,1
D-UCB,equal,15,40,0,banditsociety,1438.236754828593,94.66962626985551,0.6,0
AlegAATr,equal,10,20,0,banditsociety,931.3195922528727,82.42701558896879,0.2,0
AlegAATr,equal,10,20,0,banditsociety,997.7479192026069,127.12935450055012,1.0,1
AlegAATr,equal,10,20,0,banditsociety,1019.5043061545889,102.2004939772877,0.6,0
AlegAATr,equal,10,20,0,banditsociety,1061.7361026159585,132.8312480937129,0.8,0
AlegAATr,equal,10,20,0,banditsociety,1028.0254784726703,79.41165356001558,0.2,0
EXP4,equal,10,40,1,mixture,2240.165529232912,104.32990462546739,0.4,0
EXP4,equal,10,40,1,mixture,2754.1177756342363,45.21969941938392,0.2,0
EXP4,equal,10,40,1,mixture,561.1655637617887,94.73854482487496,0.6,0
EXP4,equal,10,40,1,mixture,1034.2611799588383,44.06290014584262,0.1,0
EXP4,equal,10,40,1,mixture,2529.197197798668,45.25302839010238,0.3,0
R-UCB,equal,10,30,0,cabsonecat,2660.553319984435,115.41124051683602,0.1,0
R-UCB,equal,10,30,0,cabsonecat,3274.0105627724465,78.66927669197489,0.1,0
R-UCB,equal,10,30,0,cabsonecat,2994.9058769708768,54.486877604193495,0.1,0
R-UCB,equal,10,30,0,cabsonecat,2883.276409008464,139.0501477367583,0.3,0
R-UCB,equal,10,30,0,cabsonecat,4650.812171492616,148.99430485764643,0.1,0
R-UCB,equal,10,20,0,cabsonecat,939.8370578459698,66.38135491330256,0.1,0
R-UCB,equal,10,20,0,cabsonecat,1314.6991367410494,100.72056802148649,0.3,0
R-UCB,equal,10,20,0,cabsonecat,2680.1936793581417,43.25826080258757,0.1,0
R-UCB,equal,10,20,0,cabsonecat,2555.9595995075083,49.3729275532917,0.1,0
R-UCB,equal,10,20,0,cabsonecat,2808.8132305598547,146.70655828380953,0.1,0
EEE,equal,15,40,2,cabsonecat,455.2821576735615,3.677613769070831e-16,0.06666666666666667,0
EEE,equal,15,40,2,cabsonecat,6429.330915964381,0.11779407066100041,0.13333333333333333,0
EEE,equal,15,40,2,cabsonecat,3642.8515491092903,0.8917792635502468,0.5333333333333333,0
EEE,equal,15,40,2,cabsonecat,213.47896114325738,8.673617379884035e-18,0.06666666666666667,0
EEE,equal,15,40,2,cabsonecat,1871.2487533526237,0.041979437652036995,0.2,0
SW-UCB,equal,5,20,1,cabsrandomparams,280.3081498087065,94.91626843263714,0.8,0
SW-UCB,equal,5,20,1,cabsrandomparams,349.97492833241057,110.56654877736484,1.0,1
SW-UCB,equal,5,20,1,cabsrandomparams,411.9752434107209,91.68943924067547,0.8,0
SW-UCB,equal,5,20,1,cabsrandomparams,348.55385271278783,91.91672488053082,1.0,1
SW-UCB,equal,5,20,1,cabsrandomparams,393.1827879219361,84.97194104446407,0.4,0
DQN,equal,5,40,2,cabstwocats,334.48587928484073,66.89717585696815,1.0,1
DQN,equal,5,40,2,cabstwocats,334.48587928484073,66.89717585696815,1.0,1
DQN,equal,5,40,2,cabstwocats,334.48587928484073,66.89717585696815,1.0,1
DQN,equal,5,40,2,cabstwocats,334.48587928484073,66.89717585696815,1.0,1
DQN,equal,5,40,2,cabstwocats,273.42045265159584,1.0148132334464322e-15,0.2,0
R-UCB,equal,20,20,0,banditsociety,2240.8250020635364,75.5200623739857,0.05,0
R-UCB,equal,20,20,0,banditsociety,2278.801247737286,107.80398553319286,0.3,0
R-UCB,equal,20,20,0,banditsociety,2241.3637910653106,99.03924347289505,0.4,0
R-UCB,equal,20,20,0,banditsociety,2341.461296510337,119.2489850866019,0.45,0
R-UCB,equal,20,20,0,banditsociety,2336.5419306964245,101.29601989383343,0.3,0
UCB,equal,5,40,2,cabsonecat,210.9182260912218,87.52460584104541,1.0,1
UCB,equal,5,40,2,cabsonecat,267.62098554498516,90.08384193368143,0.8,0
UCB,equal,5,40,2,cabsonecat,260.77960698571053,84.62739691998883,0.6,0
UCB,equal,5,40,2,cabsonecat,251.20079390262146,87.82258452562323,1.0,1
UCB,equal,5,40,2,cabsonecat,208.51119933989307,83.45883499037498,1.0,1
EXP4,equal,5,40,0,selfplay,380.65512545212954,68.94248327766549,0.6,0
EXP4,equal,5,40,0,selfplay,356.9061320513604,74.81674277692619,0.8,0
EXP4,equal,5,40,0,selfplay,345.50053808950656,66.58086220064804,0.4,0
EXP4,equal,5,40,0,selfplay,354.62565806280196,64.75112563724703,0.2,0
EXP4,equal,5,40,0,selfplay,354.8956294478354,68.19499591206986,0.4,0
UCB,equal,20,40,2,cabstwocats,1335.9840434887183,56.7364035155805,0.1,0
UCB,equal,20,40,2,cabstwocats,1030.766824233306,0.0,0.05,0
UCB,equal,20,40,2,cabstwocats,1217.2096029804281,1.3357370765021415e-16,0.05,0
UCB,equal,20,40,2,cabstwocats,1280.9615850321322,8.245140681317764e-15,0.05,0
UCB,equal,20,40,2,cabstwocats,1293.5467944882773,2.4881790963776864,0.05,0
SW-UCB,equal,5,30,1,cabsrandomparams,403.5098627308229,64.8374215374971,0.4,0
SW-UCB,equal,5,30,1,cabsrandomparams,307.63744329449185,65.02764278806661,0.4,0
SW-UCB,equal,5,30,1,cabsrandomparams,274.69990061119665,97.17163136309841,0.8,0
SW-UCB,equal,5,30,1,cabsrandomparams,369.8501866941406,73.97003733882812,1.0,1
SW-UCB,equal,5,30,1,cabsrandomparams,685.7233720168457,80.09230091962338,0.4,0
R-UCB,equal,20,30,0,banditsociety,2977.706324313305,132.26441649471747,0.25,0
R-UCB,equal,20,30,0,banditsociety,2958.927368856601,161.7995915539052,0.6,0
R-UCB,equal,20,30,0,banditsociety,3031.4445264472856,153.94786841804256,0.45,0
R-UCB,equal,20,30,0,banditsociety,2927.785915213059,113.00424491688594,0.3,0
R-UCB,equal,20,30,0,banditsociety,3041.0510925289004,170.3671823749249,0.8,0
EXP4,equal,5,30,2,randoms,298.2392129557096,91.479993331765,0.6,0
EXP4,equal,5,30,2,randoms,277.0873109391556,89.53145850826704,0.8,0
EXP4,equal,5,30,2,randoms,201.7433082885171,8.743006318923108e-16,0.6,0
EXP4,equal,5,30,2,randoms,172.89878434428587,0.15922547029962242,0.6,0
EXP4,equal,5,30,2,randoms,174.52340695554733,2.4217699988788066,0.6,0
DQN,equal,20,40,0,banditsociety,3408.2875993483053,68.30382855610705,0.05,0
DQN,equal,20,40,0,banditsociety,3890.3318584042586,127.0570811395269,0.05,0
DQN,equal,20,40,0,banditsociety,3630.09752331894,92.74338348908624,0.1,0
DQN,equal,20,40,0,banditsociety,3910.204828809681,248.75422949676863,0.8,0
DQN,equal,20,40,0,banditsociety,3765.6418941315524,191.12445016713582,0.5,0
EXP4,equal,5,20,2,randoms,245.58395234716443,2.7774367426958806,0.6,0
EXP4,equal,5,20,2,randoms,177.49400523267158,0.03749692096344792,0.6,0
EXP4,equal,5,20,2,randoms,331.5109195759876,94.97644618834659,0.6,0
EXP4,equal,5,20,2,randoms,208.08738044014495,4.440892098500626e-16,0.6,0
EXP4,equal,5,20,2,randoms,300.14284129167396,94.75416306723493,0.6,0
SW-UCB,equal,15,30,1,banditsociety,2049.9765858841806,143.5034998233825,0.7333333333333333,0
SW-UCB,equal,15,30,1,banditsociety,1965.4122781412443,194.1979708474771,0.9333333333333333,0
SW-UCB,equal,15,30,1,banditsociety,1570.6071841867554,0.04023946062821737,0.06666666666666667,0
SW-UCB,equal,15,30,1,banditsociety,1854.8930128293568,100.663975571507,0.3333333333333333,0
SW-UCB,equal,15,30,1,banditsociety,1666.9397489019188,73.34106023741867,0.26666666666666666,0
SW-UCB,equal,20,20,2,cabsrandomparams,2456.1524684087713,139.4583133040168,0.85,0
SW-UCB,equal,20,20,2,cabsrandomparams,2633.629177885469,104.31679422171399,0.2,0
SW-UCB,equal,20,20,2,cabsrandomparams,2417.942655490244,113.2807040502379,0.3,0
SW-UCB,equal,20,20,2,cabsrandomparams,2348.0071090150655,93.88911844790584,0.15,0
SW-UCB,equal,20,20,2,cabsrandomparams,2667.2737403163983,112.39681532280743,0.5,0
UCB,equal,10,30,2,selfplay,428.97274812010113,0.2363281391143942,0.4,0
UCB,equal,10,30,2,selfplay,418.6438101337018,90.86754807925402,0.8,0
UCB,equal,10,30,2,selfplay,412.60095891894423,83.25872469391948,0.7,0
UCB,equal,10,30,2,selfplay,430.3871390214133,0.4227968197099724,0.4,0
UCB,equal,10,30,2,selfplay,418.30077307248484,90.17167540465132,0.8,0
D-UCB,equal,20,20,2,cabsrandomparams,2556.9291755700488,84.07621947576975,0.1,0
D-UCB,equal,20,20,2,cabsrandomparams,2417.5667959204225,129.93077268820014,0.5,0
D-UCB,equal,20,20,2,cabsrandomparams,2582.961657538163,93.81427601005092,0.15,0
D-UCB,equal,20,20,2,cabsrandomparams,2358.266040456481,87.00757835447827,0.2,0
D-UCB,equal,20,20,2,cabsrandomparams,2713.95994583421,158.0230797015889,0.75,0
UCB,equal,20,10,1,mixture,1915.136410547621,124.40460021110269,0.9,0
UCB,equal,20,10,1,mixture,2038.8084796976445,98.49414984352697,0.35,0
UCB,equal,20,10,1,mixture,2069.244991262402,110.88068998318325,0.6,0
UCB,equal,20,10,1,mixture,2132.812319924332,95.65861003718787,0.25,0
UCB,equal,20,10,1,mixture,2072.7283589637555,118.84364457936239,0.6,0
SW-UCB,equal,15,20,1,banditsociety,1222.0258832642032,0.1637220519182192,0.13333333333333333,0
SW-UCB,equal,15,20,1,banditsociety,1560.9618416728963,112.87053274967536,0.6,0
SW-UCB,equal,15,20,1,banditsociety,1571.8636312176552,164.14261206048175,1.0,1
SW-UCB,equal,15,20,1,banditsociety,1492.919691633791,121.5515799354883,0.7333333333333333,0
SW-UCB,equal,15,20,1,banditsociety,1662.6846023708945,109.40154631713638,0.4666666666666667,0
SW-UCB,equal,20,30,2,cabsrandomparams,2870.0399339909022,122.54113311184473,0.45,0
SW-UCB,equal,20,30,2,cabsrandomparams,2711.4228482363205,79.77285895785639,0.25,0
SW-UCB,equal,20,30,2,cabsrandomparams,3609.0784020453375,150.47217206896013,0.3,0
SW-UCB,equal,20,30,2,cabsrandomparams,2665.92456866152,106.39293826201543,0.25,0
SW-UCB,equal,20,30,2,cabsrandomparams,3000.2519483752612,105.6015000172184,0.25,0
UCB,equal,10,20,2,selfplay,482.73194329127773,94.44510303218148,0.8,0
UCB,equal,10,20,2,selfplay,495.1020066191545,0.0,0.2,0
UCB,equal,10,20,2,selfplay,445.32774946754313,1.7763568394002505e-15,0.4,0
UCB,equal,10,20,2,selfplay,496.6706418219808,0.0,0.2,0
UCB,equal,10,20,2,selfplay,495.1020066191545,0.0,0.2,0
D-UCB,equal,20,30,2,cabsrandomparams,2595.525954918942,140.6870316579402,0.5,0
D-UCB,equal,20,30,2,cabsrandomparams,2861.592341901602,102.96461281574787,0.5,0
D-UCB,equal,20,30,2,cabsrandomparams,3171.0290792183973,106.87301668426048,0.25,0
D-UCB,equal,20,30,2,cabsrandomparams,2678.78241434045,114.9115090781955,0.55,0
D-UCB,equal,20,30,2,cabsrandomparams,2903.825063727873,122.74520582649583,0.45,0
SW-UCB,equal,20,40,0,selfplay,2331.4863998068167,170.33768629585956,1.0,1
SW-UCB,equal,20,40,0,selfplay,2375.8699628249624,109.80537343860085,0.4,0
SW-UCB,equal,20,40,0,selfplay,2374.0302722978768,128.30811807633722,0.55,0
SW-UCB,equal,20,40,0,selfplay,2366.121375200058,206.86036284421922,1.0,1
SW-UCB,equal,20,40,0,selfplay,2332.083516628336,130.2320237954572,0.85,0
D-UCB,equal,10,40,2,cabstwocats,546.3933981951812,2.600350490489234e-15,0.2,0
D-UCB,equal,10,40,2,cabstwocats,609.3045925194684,1.214306433183765e-17,0.1,0
D-UCB,equal,10,40,2,cabstwocats,609.3045925194684,1.214306433183765e-17,0.1,0
D-UCB,equal,10,40,2,cabstwocats,609.3045925194684,1.214306433183765e-17,0.1,0
D-UCB,equal,10,40,2,cabstwocats,609.3045925194684,1.214306433183765e-17,0.1,0
D-UCB,equal,15,10,2,cabsonecat,1501.6794125438046,108.16103648203507,0.8666666666666667,0
D-UCB,equal,15,10,2,cabsonecat,2008.8709768714223,91.36866759931432,0.13333333333333333,0
D-UCB,equal,15,10,2,cabsonecat,1503.9866543491776,11.013416773099772,0.26666666666666666,0
D-UCB,equal,15,10,2,cabsonecat,1805.8959268861588,122.75789577171527,0.5333333333333333,0
D-UCB,equal,15,10,2,cabsonecat,1927.9762658881532,85.07616413863522,0.13333333333333333,0
R-UCB,equal,15,10,0,mixture,1526.327299505442,115.74353080061128,0.6666666666666666,0
R-UCB,equal,15,10,0,mixture,1529.051428608649,112.0233280359254,0.6,0
R-UCB,equal,15,10,0,mixture,1534.211035614967,106.81635723975562,0.4,0
R-UCB,equal,15,10,0,mixture,1779.5868438861096,140.29468699356738,0.7333333333333333,0
R-UCB,equal,15,10,0,mixture,1845.3885363472612,104.00290056436953,0.4,0
SW-UCB,equal,10,10,2,cabsonecat,1135.3599432571984,91.92544389101275,0.2,0
SW-UCB,equal,10,10,2,cabsonecat,1008.6396333619421,8.881784197001252e-15,0.2,0
SW-UCB,equal,10,10,2,cabsonecat,1289.8503238378073,99.9694272808944,0.2,0
SW-UCB,equal,10,10,2,cabsonecat,1117.3497715869003,122.26734474847655,0.7,0
SW-UCB,equal,10,10,2,cabsonecat,947.8219962718142,0.0,0.1,0
UCB,equal,10,10,0,randoms,577.6704275200902,184.99011114775544,1.0,1
UCB,equal,10,10,0,randoms,596.3848501721,171.474569516368,1.0,1
UCB,equal,10,10,0,randoms,623.0332376691638,191.67082705389697,1.0,1
UCB,equal,10,10,0,randoms,620.2739282062853,185.9123159941583,1.0,1
UCB,equal,10,10,0,randoms,577.0389362815188,200.41284556886316,1.0,1
R-UCB,equal,5,40,2,cabsnocat,242.9096001271442,75.29987817068083,0.6,0
R-UCB,equal,5,40,2,cabsnocat,251.26448007029026,76.25098609094832,0.8,0
R-UCB,equal,5,40,2,cabsnocat,255.61613614493234,80.59571859367361,0.6,0
R-UCB,equal,5,40,2,cabsnocat,175.35889381527448,0.3051486914978858,0.6,0
R-UCB,equal,5,40,2,cabsnocat,120.97569654020248,2.645453300864631e-15,0.4,0
R-UCB,equal,5,10,1,cabstwocats,452.19103750440246,90.4382075008805,1.0,1
R-UCB,equal,5,10,1,cabstwocats,393.0711337638041,94.43593745458027,0.8,0
R-UCB,equal,5,10,1,cabstwocats,452.19103750440246,90.4382075008805,1.0,1
R-UCB,equal,5,10,1,cabstwocats,452.19103750440246,90.4382075008805,1.0,1
R-UCB,equal,5,10,1,cabstwocats,452.19103750440246,90.4382075008805,1.0,1
DQN,equal,10,10,0,cabstwocats,904.3820750088048,90.43820750088048,1.0,1
DQN,equal,10,10,0,cabstwocats,907.7396089530183,80.50582235333593,0.1,0
DQN,equal,10,10,0,cabstwocats,919.9816964095336,49.014157821578,0.1,0
DQN,equal,10,10,0,cabstwocats,932.7731043121456,92.30211313169401,0.5,0
DQN,equal,10,10,0,cabstwocats,917.9998378339523,63.20223031163087,0.1,0
EEE,equal,5,20,1,cabsnocat,257.7282106864614,148.9254715163563,1.0,1
EEE,equal,5,20,1,cabsnocat,280.12069076836724,133.44743111955586,0.8,0
EEE,equal,5,20,1,cabsnocat,542.5133411254104,3.7914108816622982,0.4,0
EEE,equal,5,20,1,cabsnocat,362.19343047367965,159.14595277346731,1.0,1
EEE,equal,5,20,1,cabsnocat,180.20989464354193,6.343739315357439,0.6,0
EXP4,equal,20,20,1,cabsonecat,2688.6612961031874,100.14971964886651,0.25,0
EXP4,equal,20,20,1,cabsonecat,4532.406313032241,2.824192166388934,0.05,0
EXP4,equal,20,20,1,cabsonecat,4176.767847494222,50.207844070628695,0.25,0
EXP4,equal,20,20,1,cabsonecat,3287.8640434140116,120.46302250036139,0.5,0
EXP4,equal,20,20,1,cabsonecat,3375.9996872227866,3.2115129117897827,0.25,0
D-UCB,equal,20,20,2,mixture,2860.7697161618003,89.37325001613077,0.25,0
D-UCB,equal,20,20,2,mixture,1289.637165181181,0.3029498520010425,0.3,0
D-UCB,equal,20,20,2,mixture,2650.2732032476056,79.87085242070584,0.5,0
D-UCB,equal,20,20,2,mixture,1825.3169793603192,100.48146411665309,0.5,0
D-UCB,equal,20,20,2,mixture,2027.9294480598173,142.53328763540895,0.8,0
SW-UCB,equal,20,20,2,cabsnocat,3998.1544158623155,0.6947671342350463,0.15,0
SW-UCB,equal,20,20,2,cabsnocat,4069.724278448806,0.0,0.15,0
SW-UCB,equal,20,20,2,cabsnocat,3618.6974218042474,1.1102230246251565e-14,0.1,0
SW-UCB,equal,20,20,2,cabsnocat,4438.906680023671,110.16474282708927,0.2,0
SW-UCB,equal,20,20,2,cabsnocat,3542.104434968831,4.440892098500626e-16,0.1,0
EEE,equal,5,30,1,cabsnocat,200.74325097750776,53.97094646551503,0.8,0
EEE,equal,5,30,1,cabsnocat,1068.5775981777485,38.607469205484094,0.4,0
EEE,equal,5,30,1,cabsnocat,579.8923994709187,64.30371772278824,0.6,0
EEE,equal,5,30,1,cabsnocat,157.85219134229322,0.7959367249159807,0.6,0
EEE,equal,5,30,1,cabsnocat,240.00693792188252,121.58072870727852,1.0,1
D-UCB,equal,20,30,2,mixture,3332.885027601985,113.75599110879804,0.4,0
D-UCB,equal,20,30,2,mixture,1516.4500341322341,0.004620958962060162,0.25,0
D-UCB,equal,20,30,2,mixture,2846.366664521314,0.0723403754946032,0.25,0
D-UCB,equal,20,30,2,mixture,2712.8677962791603,0.8641340663122629,0.4,0
D-UCB,equal,20,30,2,mixture,3435.474091370257,1.3232243677584248,0.3,0
SW-UCB,equal,20,30,2,cabsnocat,4458.126381027477,9.992007221626409e-16,0.3,0
SW-UCB,equal,20,30,2,cabsnocat,7210.033699870392,0.3003563598513891,0.15,0
SW-UCB,equal,20,30,2,cabsnocat,5969.126746782973,0.4550452633227652,0.25,0
SW-UCB,equal,20,30,2,cabsnocat,3517.4035218179743,0.0,0.15,0
SW-UCB,equal,20,30,2,cabsnocat,5912.929365527676,2.1094237467877974e-15,0.25,0
EXP4,equal,20,30,1,cabsonecat,5122.441093012936,47.07559818907527,0.35,0
EXP4,equal,20,30,1,cabsonecat,5686.608177533533,23.97244249314727,0.25,0
EXP4,equal,20,30,1,cabsonecat,4173.709824626676,1.1709833301968633,0.25,0
EXP4,equal,20,30,1,cabsonecat,3271.362526522532,0.6357787557265843,0.25,0
EXP4,equal,20,30,1,cabsonecat,6497.144738808857,67.56607033554455,0.2,0
UCB,equal,5,40,0,cabstwocats,334.48587928484073,66.89717585696815,1.0,1
UCB,equal,5,40,0,cabstwocats,334.48587928484073,66.89717585696815,1.0,1
UCB,equal,5,40,0,cabstwocats,334.48587928484073,66.89717585696815,1.0,1
UCB,equal,5,40,0,cabstwocats,334.48587928484073,66.89717585696815,1.0,1
UCB,equal,5,40,0,cabstwocats,334.48587928484073,66.89717585696815,1.0,1
D-UCB,equal,5,40,0,banditsociety,334.48587928484073,66.89717585696815,1.0,1
D-UCB,equal,5,40,0,banditsociety,337.17991026985044,66.85095186411131,0.6,0
D-UCB,equal,5,40,0,banditsociety,334.48587928484073,66.89717585696815,1.0,1
D-UCB,equal,5,40,0,banditsociety,334.48587928484073,66.89717585696815,1.0,1
D-UCB,equal,5,40,0,banditsociety,335.8679507962822,66.87274048851604,0.8,0
EEE,equal,10,30,0,banditsociety,963.4784982325889,98.99287514921645,0.5,0
EEE,equal,10,30,0,banditsociety,974.2934298135298,60.99736389186126,0.2,0
EEE,equal,10,30,0,banditsociety,881.9378151844991,93.77158711087077,0.7,0
EEE,equal,10,30,0,banditsociety,1015.2340224537287,81.48780727170812,0.2,0
EEE,equal,10,30,0,banditsociety,1771.9285799194058,293.4179380074433,0.9,0
AlegAATr,equal,20,20,2,cabsnocat,2709.9186069473835,2.220446049250313e-16,0.1,0
AlegAATr,equal,20,20,2,cabsnocat,1647.9426039870098,0.42941521802584726,0.3,0
AlegAATr,equal,20,20,2,cabsnocat,2590.0593958043655,8.881784197001252e-16,0.1,0
AlegAATr,equal,20,20,2,cabsnocat,2187.271527568179,3.9968028886505635e-15,0.3,0
AlegAATr,equal,20,20,2,cabsnocat,1645.4380124575514,2.220446049250313e-15,0.15,0
AlegAATr,equal,15,20,1,selfplay,1689.6118084142706,187.93144331002335,0.9333333333333333,0
AlegAATr,equal,15,20,1,selfplay,1634.7116864571258,121.7331805266095,0.6,0
AlegAATr,equal,15,20,1,selfplay,1346.5222559300194,14.558014021908598,0.3333333333333333,0
AlegAATr,equal,15,20,1,selfplay,1738.8873108204923,212.46243629467332,1.0,1
AlegAATr,equal,15,20,1,selfplay,1698.1918666292675,113.21525244730222,0.6,0
EXP4,equal,15,20,1,banditsociety,1639.1112522294966,117.39196519867942,0.6666666666666666,0
EXP4,equal,15,20,1,banditsociety,1469.606955894178,143.2215433437906,1.0,1
EXP4,equal,15,20,1,banditsociety,1679.9848586724195,118.43847412102356,0.7333333333333333,0
EXP4,equal,15,20,1,banditsociety,1549.1886400091398,168.24913001446293,1.0,1
EXP4,equal,15,20,1,banditsociety,1494.4945089571067,82.65475654691066,0.06666666666666667,0
UCB,equal,10,40,2,cabsrandomparams,1138.6479685151985,60.69871905448312,0.2,0
UCB,equal,10,40,2,cabsrandomparams,987.5587469569891,72.15961500322327,0.5,0
UCB,equal,10,40,2,cabsrandomparams,1228.383094085263,124.12516944258108,0.7,0
UCB,equal,10,40,2,cabsrandomparams,776.866474745773,86.62865448047877,0.9,0
UCB,equal,10,40,2,cabsrandomparams,1594.3605824845151,52.001029110877894,0.2,0
EEE,equal,10,20,0,banditsociety,964.9580796601739,88.06173974551892,0.3,0
EEE,equal,10,20,0,banditsociety,1024.4952679912908,141.00024822796402,1.0,1
EEE,equal,10,20,0,banditsociety,1181.6373395270407,79.41208315508199,0.2,0
EEE,equal,10,20,0,banditsociety,896.2849410471042,117.79421632658743,1.0,1
EEE,equal,10,20,0,banditsociety,1160.1684749316848,117.54595190471633,0.7,0
AlegAATr,equal,10,40,2,mixture,692.740370319244,104.22289566266005,0.9,0
AlegAATr,equal,10,40,2,mixture,455.71335460389776,0.01796719541758128,0.3,0
AlegAATr,equal,10,40,2,mixture,639.2350716245736,113.62248732058252,0.7,0
