score,score_type,learning_alg,feature_set,domain
0.0,a,REGAEKNN,AATKNN,prisoners
0.09999999999999998,a,REGAEKNN,AATKNN,prisoners
0.65,a,REGAEKNN,AATKNN,prisoners
0.425,a,REGAEKNN,AATKNN,prisoners
0.033333333333333326,a,REGAEKNN,AATKNN,prisoners
0.5416666666666666,a,REGAEKNN,AATKNN,prisoners
0.4416666666666667,a,REGAEKNN,AATKNN,prisoners
0.8666666666666667,a,REGAEKNN,AATKNN,prisoners
0.0,a,REGAEKNN,AATKNN,prisoners
0.5083333333333333,a,REGAEKNN,AATKNN,prisoners
0.0,a,REGAEKNN,AATKNN,prisoners
0.5583333333333333,a,REGAEKNN,AATKNN,prisoners
0.6666666666666667,a,REGAEKNN,AATKNN,prisoners
0.8666666666666667,a,REGAEKNN,AATKNN,prisoners
0.43333333333333335,a,REGAEKNN,AATKNN,prisoners
0.4916666666666667,a,REGAEKNN,AATKNN,prisoners
0.30833333333333335,a,REGAEKNN,AATKNN,prisoners
0.9333333333333333,a,REGAEKNN,AATKNN,prisoners
0.0,a,REGAEKNN,AATKNN,prisoners
0.0,a,REGAEKNN,AATKNN,prisoners
0.5583333333333333,a,REGAEKNN,AATKNN,prisoners
0.9333333333333333,a,REGAEKNN,AATKNN,prisoners
0.43333333333333335,a,REGAEKNN,AATKNN,prisoners
0.0,a,REGAEKNN,AATKNN,prisoners
0.19999999999999996,a,REGAEKNN,AATKNN,prisoners
0.49166666666666664,a,REGAEKNN,AATKNN,prisoners
0.9666666666666667,a,REGAEKNN,AATKNN,prisoners
0.09999999999999998,a,REGAEKNN,AATKNN,prisoners
0.09999999999999998,a,REGAEKNN,AATKNN,prisoners
